code,number_occurrences,root,description
يستءذنك,2,أذن,"""Non traduit pour le moment"""
يستءذنونك,2,أذن,"""Non traduit pour le moment"""
وأذنت,2,أذن,Et répondra à l'appel
فأذنوا,1,أذن,alors soyez alerte
والأذن,1,أذن,et l'oreille
بالأذن,1,أذن,"pour l'oreille,"
أذنت,1,أذن,"""Non traduit pour le moment"""
ائذن,1,أذن,"""Non traduit pour le moment"""
فاستءذنوك,1,أذن,"""Non traduit pour le moment"""
استءذنك,1,أذن,"""Non traduit pour le moment"""
ليؤذن,1,أذن,"""Non traduit pour le moment"""
إذنه,1,أذن,sa permission.
ءاذنتكم,1,أذن,"""Non traduit pour le moment"""
ليستءذنكم,1,أذن,"""Non traduit pour le moment"""
فليستءذنوا,1,أذن,"""Non traduit pour le moment"""
استءذن,1,أذن,"""Non traduit pour le moment"""
يستءذنوه,1,أذن,"""Non traduit pour le moment"""
استءذنوك,1,أذن,"""Non traduit pour le moment"""
أذنيه,1,أذن,"""Non traduit pour le moment"""
ويستءذن,1,أذن,"""Non traduit pour le moment"""
ءاذاننا,1,أذن,"""Non traduit pour le moment"""
ءاذنك,1,أذن,"""Non traduit pour le moment"""
أذى,7,أذي,une lésion
يؤذون,4,أذي,blessent / agacent
وأوذوا,2,أذي,et sont persécutés
والأذى,1,أذي,et les insultes
فءاذوهما,1,أذي,alors punissez-les tous les deux.
أوذينا,1,أذي,"""Nous avons été lésés"
ءاذيتمونا,1,أذي,"""Non traduit pour le moment"""
أوذى,1,أذي,"""Non traduit pour le moment"""
أذىهم,1,أذي,"""Non traduit pour le moment"""
يؤذى,1,أذي,"""Non traduit pour le moment"""
تؤذوا,1,أذي,"""Non traduit pour le moment"""
يؤذين,1,أذي,"""Non traduit pour le moment"""
ءاذوا,1,أذي,"""Non traduit pour le moment"""
تؤذوننى,1,أذي,me causez-vous du tord
مءارب,1,أرب,"""Non traduit pour le moment"""
الإربة,1,أرب,"""Non traduit pour le moment"""
الأرض,287,أرض,"la terre »,"
والأرض,157,أرض,et de la terre?
أرض,4,أرض,la terre de
أرضكم,3,أرض,votre territoire
أرضنا,3,أرض,"""Non traduit pour le moment"""
يأرض,1,أرض,"""Non traduit pour le moment"""
أرضا,1,أرض,"""Non traduit pour le moment"""
أرضى,1,أرض,"""Non traduit pour le moment"""
أرضهم,1,أرض,"""Non traduit pour le moment"""
وأرضا,1,أرض,"""Non traduit pour le moment"""
وأرض,1,أرض,Et la terre de
وللأرض,1,أرض,"""Non traduit pour le moment"""
الأرائك,5,أرك,"les luxueux sièges,"
إرم,1,إرم,"(De la cité) Iram,"
أزرى,1,أزر-,"""Non traduit pour le moment"""
فءازره,1,أزر-,"""Non traduit pour le moment"""
ءازر,1,آزَر,Azer :
تؤزهم,1,أزز,"""Non traduit pour le moment"""
أزا,1,أزز,"""Non traduit pour le moment"""
الءازفة,2,أزف,"""Non traduit pour le moment"""
أزفت,1,أزف,"""Non traduit pour le moment"""
وإسحق,9,إسحق,"et Isaac,"
إسحق,6,إسحق,Isaac
بإسحق,2,إسحق,"""Non traduit pour le moment"""
أسرى,3,أسر,en captifs
الأسرى,1,أسر,les captifs :
وتأسرون,1,أسر,"""Non traduit pour le moment"""
وأسيرا,1,أسر,ou un captif.
أسرهم,1,أسر,leurs formes
إسرءيل,42,إسرءيل,Israël!
وإسرءيل,1,إسرءيل,"""Non traduit pour le moment"""
أسس,3,أسس,"""Non traduit pour le moment"""
أسفا,3,أسف,"déçu,"
يأسفى,1,أسف,"""Non traduit pour le moment"""
ءاسفونا,1,أسف,"""Non traduit pour le moment"""
وإسمعيل,9,إسمعيل,et Ismaël
إسمعيل,3,إسمعيل,"""Non traduit pour le moment"""
ءاسن,1,أسن,"""Non traduit pour le moment"""
أسوة,3,أسو,un exemple correctif
تأس,2,أسي,aies de peine
ءاسى,1,أسي,m'attristerai-je
تأسوا,1,أسي,vous vous attristiez
أشر,2,أشر,quelque chose de mauvais
الأشر,1,أشر,"""Non traduit pour le moment"""
إصرا,1,أصر,un fardeau
إصرى,1,أصر,"mon pacte?"""
إصرهم,1,أصر,leur fardeau
وأصيلا,4,أصل,et soir
والءاصال,3,أصل,et le soir.
أصلها,1,أصل,"""Non traduit pour le moment"""
أصل,1,أصل,"""Non traduit pour le moment"""
أصولها,1,أصل,"ses racines,"
اضطر,4,اضطر,est contraint
أضطره,1,اضطر,je vais le contraindre
اضطررتم,1,اضطر,vous êtes contraint
المضطر,1,اضطر,"""Non traduit pour le moment"""
نضطرهم,1,اضطر,"""Non traduit pour le moment"""
أف,3,أفف,"""Non traduit pour le moment"""
يؤفكون,6,أفك,ils se trompent.
تؤفكون,4,أفك,pouvez-vous vous leurrer?
إفك,4,أفك,"""Non traduit pour le moment"""
يأفكون,2,أفك,"ils illusionnèrent""."
والمؤتفكت,2,أفك,Les (cités) renversées de fond en comble
أفاك,2,أفك,"""Non traduit pour le moment"""
إفكهم,2,أفك,"""Non traduit pour le moment"""
يؤفك,2,أفك,"""Non traduit pour le moment"""
بالإفك,1,أفك,"""Non traduit pour le moment"""
إفكا,1,أفك,"""Non traduit pour le moment"""
أئفكا,1,أفك,"""Non traduit pour le moment"""
لتأفكنا,1,أفك,"""Non traduit pour le moment"""
أفك,1,أفك,"""Non traduit pour le moment"""
والمؤتفكة,1,أفك,"""Non traduit pour le moment"""
أفل,2,أفل,elle disparut
الءافلين,1,أفل,"les choses qui disparaissent""."
أفلت,1,أفل,"il disparu,"
كلوا,15,أكل,"""Mangez"
تأكلون,11,أكل,vous mangez
وكلا,10,أكل,et mangez tous deux
تأكلوا,8,أكل,mangez
فكلوا,7,أكل,et mangez
يأكلون,7,أكل,ingurgitent
تأكل,6,أكل,qu'elle mange
وكلوا,5,أكل,Et mangez
يأكل,5,أكل,il consomme
أكلها,4,أكل,sa récolte
وأكلهم,3,أكل,ainsi que leur consomation
لتأكلوا,2,أكل,afin de manger
أكل,2,أكل,a dévoré
أكله,2,أكل,leur saveur.
فكلا,2,أكل,et consomez donc tous deux
ليأكلون,2,أكل,"""Non traduit pour le moment"""
يأكله,2,أكل,mangeront de cela
يأكلهن,2,أكل,"""Non traduit pour le moment"""
لءاكلون,2,أكل,"""Non traduit pour le moment"""
تأكله,1,أكل,qui soit consumée par
فكلوه,1,أكل,alors vous pouvez le consommer
تأكلوها,1,أكل,le consumez
فليأكل,1,أكل,alors qu'il consomme
أكلون,1,أكل,consomateurs
لأكلوا,1,أكل,ils auraient assurément consommé
يأكلان,1,أكل,tous deux consommant de
نأكل,1,أكل,nous mangeons
فأكله,1,أكل,"""Non traduit pour le moment"""
فتأكل,1,أكل,"""Non traduit pour le moment"""
يأكلن,1,أكل,"""Non traduit pour le moment"""
الأكل,1,أكل,"""Non traduit pour le moment"""
يأكلوا,1,أكل,"""Non traduit pour le moment"""
كلى,1,أكل,"""Non traduit pour le moment"""
فكلى,1,أكل,"""Non traduit pour le moment"""
فأكلا,1,أكل,"""Non traduit pour le moment"""
للءاكلين,1,أكل,"""Non traduit pour le moment"""
ليأكلوا,1,أكل,Afin qu'ils puissent se nourrir
ويأكلون,1,أكل,"""Non traduit pour le moment"""
وتأكلون,1,أكل,Et vous consommez
أكلا,1,أكل,(en le) dévorant
مأكول,1,أكل,mâchée.
إلا,663,إلا,seulement
ألا,99,ألا,Non!
لئلا,3,ألا,prétexte
ألتنهم,1,ألت,"""Non traduit pour le moment"""
الذى,268,الذي,celui qui
التى,65,الذي,dont
والذى,15,الذي,Et quant à celle qui est
بالذى,11,الذي,en ce que
بالتى,7,الذي,avec ce qu'
كالذى,5,الذي,comme celui qui
للذى,4,الذي,(est) assurément celui
والتى,4,الذي,et celles qui
الءى,2,الذي,celles qui
والءى,2,الذي,Et quant à celles qui
وبالذى,1,الذي,et avec ce dont
والذان,1,الذي,Et les deux qui
كالتى,1,الذي,"""Non traduit pour le moment"""
للتى,1,الذي,"""Non traduit pour le moment"""
وللذين,1,الذي,Et pour ceux qui
الذين,811,الذين,ceux
والذين,164,الذين,Et ceux
للذين,80,الذين,à ceux
فالذين,10,الذين,Donc ceux qui
كالذين,9,الذين,comme ceux qui
بالذين,6,الذين,de ceux qui
الر,5,الر,"Alif, Lam, Ra"
ألف,8,ألف,de mille
ءالف,2,ألف,mille
ألوف,1,ألف,des milliers
فألف,1,ألف,il a alors fait concordance
بألف,1,ألف,avec mille
وألف,1,ألف,Et il a établi la réconciliation
ألفت,1,ألف,tu aurais établi la réconciliation
ألفا,1,ألف,un millier
ألفين,1,ألف,"deux mille,"
والمؤلفة,1,ألف,"""Non traduit pour le moment"""
كألف,1,ألف,"""Non traduit pour le moment"""
يؤلف,1,ألف,"""Non traduit pour le moment"""
لإيلف,1,ألف,Ceci (le Coran) devrait être familier
إلفهم,1,ألف,(De par) leurs affinités
الملئكة,38,ألك,"les anges,"
ملك,33,ألك,Souverain
والملئكة,14,ألك,"ainsi que des anges,"
للملئكة,9,ألك,aux anges :
ملكا,7,ألك,"un roi,"
ملئكة,6,ألك,Anges
وملئكته,5,ألك,"et ses anges,"
والملك,2,ألك,"Et les anges,"
الملكين,1,ألك,les deux anges
ملكين,1,ألك,"deux anges,"
بالملئكة,1,ألك,"""Non traduit pour le moment"""
ءال,22,ألل,la famille (de)
وءال,3,ألل,et la famille (de)
الله,2154,الله,Dieu
والله,240,الله,Et Dieu
بالله,139,الله,en Dieu
لله,114,الله,à Dieu
ولله,27,الله,Et à Dieu
تالله,8,الله,par Dieu / avec Dieu
فالله,6,الله,Par conséquent Dieu
فلله,6,الله,"""Donc à Dieu appartient"
ءالله,2,الله,"""Non traduit pour le moment"""
أبالله,1,الله,"""Non traduit pour le moment"""
وتالله,1,الله,"""Non traduit pour le moment"""
الم,6,الم,"Alif, Lam, Mim. (Initiales Coraniques)"
أليم,52,ألم,douloureux
أليما,14,ألم,douloureux.
الأليم,6,ألم,le douloureux
تألمون,2,ألم,en train de souffrir
يألمون,1,ألم,en train de souffrir
المر,1,المر,"""Non traduit pour le moment"""
المص,1,المص,"Alif, Lam, Mim, Sad"
إله,72,أله,un dieu
ءالهة,17,أله,des dieux
إلها,16,أله,un dieu
إلهكم,7,أله,votre dieu
اللهم,5,أله,"""Oh notre Dieu!"
ءالهتنا,5,أله,nos dieux
أءله,5,أله,Y a t-il un dieu
ءالهتكم,4,أله,à vos divinités 
إلهك,2,أله,ton dieu
وإله,2,أله,aussi dieu
وإلهكم,2,أله,Et votre dieu (est)
إلهين,2,أله,(en tant que) deux divinités
ءالهتهم,2,أله,"""Non traduit pour le moment"""
بءالهتنا,2,أله,"""Non traduit pour le moment"""
إلهه,2,أله,"""Non traduit pour le moment"""
وءالهتك,1,أله,"ainsi que tes divinités?""."
ءالهتى,1,أله,"""Non traduit pour le moment"""
فإلهكم,1,أله,"""Non traduit pour le moment"""
وإلهنا,1,أله,"""Non traduit pour le moment"""
الءالهة,1,أله,"""Non traduit pour le moment"""
ءألهتنا,1,أله,"""Non traduit pour le moment"""
يؤلون,1,ألو,ont l'intention de divorcer 
يألونكم,1,ألو,ils vous épargnent
يأتل,1,ألو,"""Non traduit pour le moment"""
إلى,430,إلى,auprès de
إليك,77,إلى,à toi
إليه,76,إلى,à lui
إليهم,40,إلى,vers eux
إليكم,32,إلى,"vers vous,"
وإلى,28,إلى,et à
وإليه,22,إلى,Et à lui
إلينا,19,إلى,sur nous
إليها,4,إلى,avec elle.
وإليك,3,إلى,il accable / il charge
وإلينا,3,إلى,et vers nous
لإلى,2,إلى,assurément vers
فإلينا,2,إلى,c'est vers nous
إليهن,2,إلى,"""Non traduit pour le moment"""
فإليه,1,إلى,"""Non traduit pour le moment"""
إليكما,1,إلى,"""Non traduit pour le moment"""
ءالاء,34,ألي,les bénédictions de
وإلياس,1,إلياس,"et Élie,"
إلياس,1,إلياس,"""Non traduit pour le moment"""
إل ياسين,1,إلياس,"""Non traduit pour le moment"""
واليسع,2,اليسع,"et Élisée,"
من,2761,أم,dès
أم,130,أم,ou bien
أمن,12,أم,font confiance
منن,1,أم,octroie des faveurs
وأما,28,أما,Et quant à
فأما,22,أما,"Alors, quant à"
أما,8,أما,ou encore ce que
أمتا,1,أمت,"""Non traduit pour le moment"""
أمدا,3,أمد,une distance
الأمد,1,أمد,le temps qui passe
أمر,41,أمر,a ordronner
الأمر,32,أمر,"l'ordre,"
أمرا,17,أمر,un décret
أمرنا,16,أمر,nos affaires.
الأمور,13,أمر,(toutes) les matières.
بأمره,12,أمر,son commandement.
أمرهم,12,أمر,leurs ordonnances
أمره,10,أمر,son ordonance.
أمرى,8,أمر,mon affaire / mon obligation
أمرت,7,أمر,ai été ordonné
وأمرت,6,أمر,et j'ai été ordonné / et j'ai été commandé
يأمركم,5,أمر,vous ordonne
يأمر,5,أمر,ordonne
وأمر,5,أمر,et ordonne
أمركم,4,أمر,vous l'a enjoint
ويأمرون,4,أمر,et enjoignent
يأمرون,3,أمر,prônaient
تأمرون,3,أمر,vous ordonnez 
أمروا,3,أمر,il leur a été ordonné
والأمر,3,أمر,et le Commandement (total).
أمرها,3,أمر,"son ordonnance,"
تؤمرون,2,أمر,"vous a été ordonné""."
ولءامرنهم,2,أمر,et en effet je vais leur commander
تؤمر,2,أمر,"""Non traduit pour le moment"""
يؤمرون,2,أمر,ils sont ordonnés de faire.
بأمر,2,أمر,"""Non traduit pour le moment"""
بأمرنا,2,أمر,"""Non traduit pour le moment"""
أتأمرون,1,أمر,Ordonneriez-vous
ويأمركم,1,أمر,et il vous ordonne
وأمره,1,أمر,et son affaire (revient)
أيأمركم,1,أمر,Vous exhorterait-il
أمرتنى,1,أمر,tu m'a ordonné
وأمرنا,1,أمر,Et il nous a été ordonné
أمرتك,1,أمر,"je t'ai donné l'ordre?""."
يأمرهم,1,أمر,il leur recommande
لأمر,1,أمر,"""Non traduit pour le moment"""
الءامرون,1,أمر,"""Non traduit pour le moment"""
تأمرك,1,أمر,"""Non traduit pour le moment"""
بأمرهم,1,أمر,"""Non traduit pour le moment"""
ءامره,1,أمر,"""Non traduit pour le moment"""
لأمارة,1,أمر,"""Non traduit pour le moment"""
إمرا,1,أمر,"""Non traduit pour le moment"""
وأمروا,1,أمر,"""Non traduit pour le moment"""
أمرتهم,1,أمر,"""Non traduit pour le moment"""
تأمرنا,1,أمر,"""Non traduit pour le moment"""
تأمرين,1,أمر,"""Non traduit pour le moment"""
يأتمرون,1,أمر,"""Non traduit pour le moment"""
تأمروننا,1,أمر,"""Non traduit pour le moment"""
تأمرونى,1,أمر,que vous ordonnez à ce que
وأمرهم,1,أمر,"""Non traduit pour le moment"""
تأمرهم,1,أمر,"""Non traduit pour le moment"""
وأتمروا,1,أمر,et consultez-vous
الأمل,1,أمل,"""Non traduit pour le moment"""
أملا,1,أمل,"""Non traduit pour le moment"""
أمة,49,أمم,une communauté de
أمم,9,أمم,des communautés
أمهتكم,6,أمم,"vos mères,"
الأمين,5,أمم,les ignorants
أئمة,5,أمم,les dirigeants / les imams
إماما,4,أمم,"un Imam!"""
وأمه,4,أمم,"ainsi que sa mère,"
أمك,3,أمم,"""Non traduit pour le moment"""
أمه,3,أمم,sa mère
أمهتهم,3,أمم,leurs mères
فلأمه,2,أمم,alors pour sa mère
الأمى,2,أمم,païen
أمما,2,أمم,communautaires.
أمتكم,2,أمم,"""Non traduit pour le moment"""
أميون,1,أمم,des Païens
والأمين,1,أمم,ainsi qu'aux incultes :
وأمهتكم,1,أمم,et vos mères
وأمهت,1,أمم,et les mères de
ءامين,1,أمم,ceux qui se dirigent vers
وأمى,1,أمم,ainsi que ma mère
وأمم,1,أمم,"""Non traduit pour le moment"""
لبإمام,1,أمم,"""Non traduit pour le moment"""
بإممهم,1,أمم,"""Non traduit pour le moment"""
أمها,1,أمم,"""Non traduit pour le moment"""
الأمم,1,أمم,"""Non traduit pour le moment"""
إمام,1,أمم,une matrice
أمامه,1,أمم,ce qui est devant lui.
فأمه,1,أمم,alors sa demeure (sera)
ءامنوا,263,أمن,"qui croient,"
يؤمنون,86,أمن,croient
المؤمنين,78,أمن,(aux) croyants.
ءامنا,37,أمن,"""Nous croyons"
مؤمنين,34,أمن,"croyants?"""
ءامن,27,أمن,ont crû
يؤمن,27,أمن,elles croient.
المؤمنون,22,أمن,"les croyants,"
للمؤمنين,15,أمن,"pour les croyants."""
يؤمنوا,12,أمن,ils croient
مؤمن,11,أمن,croyant
أمين,11,أمن,"digne de confiance."""
والمؤمنت,11,أمن,et les croyantes
نؤمن,10,أمن,nous croirons
تؤمنوا,9,أمن,croyez
ءامنتم,8,أمن,vous avez cru
وءامنوا,7,أمن,Et croyez
والمؤمنون,7,أمن,ainsi que les croyants.
إيمنا,7,أمن,en foi
المؤمنت,7,أمن,"croyantes,"
مؤمنا,7,أمن,un croyant
ءامنت,7,أمن,confiante
الإيمن,7,أمن,la foi / le croyance.
ءامنين,7,أمن,en toute sécurité
بمؤمنين,6,أمن,des croyants.
إيمنكم,6,أمن,votre foi
مؤمنة,6,أمن,croyante
إيمنهم,6,أمن,leur foi
فءامنوا,6,أمن,Alors donc croyez
مؤمنون,6,أمن,confiants.
بالإيمن,5,أمن,"avec la foi,"
تؤمنون,5,أمن,croyant
بالمؤمنين,5,أمن,de parmi les croyants.
أمنتم,4,أمن,vous êtes en sécurité
ليؤمنوا,4,أمن,qu'ils croient
وللمؤمنين,4,أمن,et aux croyants 
وءامن,4,أمن,"""Non traduit pour le moment"""
أنؤمن,3,أمن,"""(Faut-il) que nous croyions"
تؤمن,3,أمن,"tu crois?"""
للإيمن,3,أمن,que de la foi.
إيمنها,3,أمن,"sa foi,"
لتؤمنوا,3,أمن,afin que vous ayez confiance
مؤمنت,3,أمن,"croyantes,"
ويؤمن,2,أمن,et il croit
تأمنه,2,أمن,tu lui fais confiance
وتؤمنون,2,أمن,et vous croyez 
أمنة,2,أمن,un sécurisant
فءامنا,2,أمن,Alors nous avons cru.
الأمن,2,أمن,la sécurité
لمؤمن,2,أمن,à un croyant
وءامنتم,2,أمن,et que vous croyez?
ليؤمنن,2,أمن,à ce qu'ils croient
أفأمن,2,أمن,Est-ce que se sentent en sécurité
أفأمنوا,2,أمن,Est-ce qu'ils se sentent immunisés
أمنتكم,2,أمن,vos serments
إيمنه,2,أمن,"""Non traduit pour le moment"""
لأمنتهم,2,أمن,sur leur fiabilité
ءامنون,2,أمن,"""Non traduit pour le moment"""
فءامن,2,أمن,"""Non traduit pour le moment"""
والإيمن,2,أمن,et la sécurité
أفتؤمنون,1,أمن,Est-ce donc que vous croyez
